,Customer_Age,Annual_Income,Vehicle_or_Property_Age,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Claim_Income_Ratio,Premium_Income_Ratio,High_Claim,Claim_Premium_Diff,Gender_Male,Gender_Other,Policy_Type_Health,Policy_Type_Life,Policy_Type_Property,Age_Group_Adult,Age_Group_Mid-Age,Age_Group_Senior,Risk_Score_Label
1435,41,18892.17,2.8,0,0,329.24,540.92,0.028631967635269002,0.017427325712186584,True,211.67999999999995,0,0,0,0,1,0,1,0,0
1437,55,15386.11,6.5,2,0,599.78,1075.67,0.06991175807270324,0.03898191290716107,True,475.8900000000001,1,0,0,0,0,0,1,0,1
1438,68,18408.85,6.9,0,0,584.67,766.86,0.04165713773538272,0.03176026748004357,True,182.19000000000005,1,0,0,1,0,0,0,1,1
1440,31,32511.25,2.7,0,0,351.03,500.8,0.015403898650467146,0.010797185589603598,True,149.77000000000004,1,0,0,0,1,1,0,0,0
1441,40,10914.44,0.5,0,0,270.81,138.68,0.012706103107442983,0.02481208380823936,False,-132.13,1,0,1,0,0,1,0,0,0
1442,40,23348.38,10.4,1,0,359.71,560.24,0.02399481248806127,0.015406208053834997,True,200.53000000000003,1,0,0,0,1,1,0,0,0
1444,51,24873.33,8.2,0,0,339.19,636.36,0.02558402915894253,0.013636694403202143,True,297.17,1,0,1,0,0,0,1,0,0
1445,21,20560.09,2.7,1,0,558.22,723.43,0.035186130021804374,0.027150659359954164,True,165.20999999999992,1,0,1,0,0,0,0,0,1
1446,24,15883.74,2.9,0,0,307.01,592.29,0.037289076753963486,0.01932857123070511,True,285.28,0,0,0,0,1,0,0,0,0
1447,30,32755.29,4.9,0,0,556.37,577.44,0.017628908185517517,0.0169856533097402,True,21.07000000000005,1,0,0,1,0,1,0,0,1
1448,54,6627.79,4.6,0,1,378.66,737.66,0.11129803448811745,0.05713216622735482,True,358.99999999999994,1,0,1,0,0,0,1,0,0
1450,49,16653.69,10.1,2,0,293.93,539.34,0.03238561544018173,0.01764954193334931,True,245.41000000000003,1,0,0,1,0,0,1,0,0
1452,36,19892.94,9.2,0,0,385.62,748.8,0.03764149492231918,0.01938476665590908,True,363.17999999999995,1,0,1,0,0,1,0,0,0
1454,52,12110.52,4.9,0,0,284.27,450.95,0.03723622107060638,0.02347298051611326,False,166.68,1,0,1,0,0,0,1,0,0
1455,40,30365.44,8.7,0,0,262.02,254.3,0.008374652236226448,0.008628888631286094,False,-7.71999999999997,0,0,1,0,0,1,0,0,0
1458,32,43712.79,1.9,1,0,266.58,415.96,0.0095157504245325,0.006098443956562827,False,149.38,0,0,0,0,0,1,0,0,0
1461,18,21921.825,8.3,0,0,320.57,309.5,0.014118350091746466,0.014623326296966607,False,-11.069999999999993,0,0,0,0,0,0,0,0,0
1462,29,16685.57,11.4,0,0,355.6,671.1,0.040220382042687186,0.021311828124541146,True,315.5,0,0,1,0,0,1,0,0,0
1463,58,30365.24,2.1,0,0,235.63,205.67,0.006773205151680012,0.007759859628970493,False,-29.960000000000008,1,0,1,0,0,0,1,0,0
1464,51,21921.825,4.2,2,0,251.62,454.42,0.020729113566046623,0.011478058966349744,False,202.8,1,0,1,0,0,0,1,0,0
1465,34,9945.79,1.5,0,0,599.13,345.72,0.034760436325319555,0.0602395586474277,False,-253.40999999999997,0,0,0,0,0,1,0,0,1
1467,37,15310.09,12.5,0,0,538.98,904.03,0.059047987307716675,0.0352042345930037,True,365.04999999999995,0,0,1,0,0,1,0,0,1
1468,51,27520.83,1.8,0,1,351.03,1130.54,0.04107942965382948,0.012755065890091248,True,779.51,0,0,0,0,0,0,1,0,0
1469,52,17089.75,2.4,1,0,1041.71,1467.11,0.08584736464840036,0.06095525095451952,True,425.39999999999986,1,0,0,1,0,0,1,0,2
1470,32,40511.15,12.2,0,0,314.6,553.41,0.013660683540210534,0.0077657632528328625,True,238.80999999999995,0,0,1,0,0,1,0,0,0
1471,70,9380.49,4.4,0,0,356.61,495.76,0.052850117637777985,0.03801613774973376,True,139.14999999999998,1,0,1,0,0,0,0,1,0
1473,33,34188.81,2.8,0,0,601.97,1072.64,0.031374008045322435,0.017607222948093252,True,470.6700000000001,0,0,0,1,0,1,0,0,1
1474,34,23277.31,3.2,0,0,351.03,222.77,0.009570263917952718,0.015080350779364109,False,-128.25999999999996,0,0,0,0,0,1,0,0,0
1475,28,22223.99,3.4,2,0,423.77,289.7,0.013035463028916049,0.019068133130009504,False,-134.07,0,0,0,0,0,1,0,0,0
1476,45,12216.0,11.3,0,0,623.73,1229.91,0.1006802554027505,0.05105844793713163,True,606.1800000000001,0,0,1,0,0,0,1,0,1
1479,31,18967.99,4.0,0,0,370.74,356.85,0.018813274363809765,0.019545560705166967,False,-13.889999999999986,1,0,0,0,0,1,0,0,0
1480,26,11002.24,17.7,0,0,1033.45,573.48,0.05212393112675237,0.09393087225874004,True,-459.97,0,0,1,0,0,1,0,0,2
1483,46,16395.79,0.5,0,0,1000.96,1204.0,0.07343348505927436,0.061049818276520985,True,203.03999999999996,0,0,0,0,0,0,1,0,2
1484,48,17017.32,1.5,0,0,333.84,212.56,0.012490803487270616,0.019617660125096078,False,-121.27999999999997,1,0,1,0,0,0,1,0,0
1485,25,42908.25,6.9,1,0,357.07,385.31,0.008979858185780124,0.008321709694522615,False,28.24000000000001,0,0,0,0,1,0,0,0,0
1486,31,20129.31,2.1,2,0,255.08,204.15,0.010141927368598327,0.012672068739564347,False,-50.93000000000001,0,0,1,0,0,1,0,0,0
1487,34,16487.33,13.1,0,0,544.44,955.88,0.05797664024435733,0.03302172031493274,True,411.43999999999994,0,0,0,0,0,1,0,0,1
1491,31,28100.52,4.9,0,0,224.59,136.18,0.00484617366511367,0.007992378788719924,False,-88.41,0,0,0,0,0,1,0,0,0
1492,31,24079.59,6.2,1,0,559.82,317.59,0.013189178054941963,0.023248734716828652,False,-242.23000000000008,0,0,1,0,0,1,0,0,1
1494,38,20260.57,10.7,1,0,273.95,275.1,0.013578097753419574,0.013521337257540138,False,1.150000000000034,0,0,0,0,0,1,0,0,0
1495,45,22569.58,5.4,2,0,357.09,224.42,0.009943472585666193,0.015821738818356388,False,-132.67,1,0,1,0,0,0,1,0,0
1496,32,33725.43,3.5,1,0,323.11,338.07,0.010024186496658457,0.009580604309566995,False,14.95999999999998,0,0,0,0,0,1,0,0,0
1497,50,21921.825,4.8,2,0,471.49,511.15,0.023316945555399697,0.02150778961149448,True,39.65999999999997,1,0,1,0,0,0,1,0,1
1498,44,35719.13,1.0,0,0,939.92,542.71,0.01519381911037587,0.026314190743167598,True,-397.2099999999999,0,0,0,0,0,0,1,0,2
1499,21,47112.82,3.3,0,0,663.09,469.4,0.009963317840027406,0.014074513051861469,False,-193.69000000000005,1,0,1,0,0,0,0,0,1
1501,55,14039.0,3.6,0,0,284.05,345.76,0.024628534795925635,0.020232922572832823,False,61.70999999999998,0,0,1,0,0,0,1,0,0
1504,46,5556.59,4.9,0,0,577.68,1118.65,0.20131951430643616,0.1039630420815644,True,540.9700000000001,1,0,0,0,0,0,1,0,1
1508,22,15761.44,7.1,0,0,255.2,450.16,0.028560842156554224,0.016191413982478756,False,194.96000000000004,0,0,0,1,0,0,0,0,0
1509,41,28534.78,4.9,0,0,266.35,220.58,0.0077302155474827565,0.009334223007852173,False,-45.77000000000001,0,0,0,0,1,0,1,0,0
1510,19,35728.88,19.0,0,0,649.43,327.8,0.00917465087066821,0.018176612309145992,False,-321.62999999999994,0,0,0,1,0,0,0,0,1
1511,38,43344.97,4.2,0,0,295.24,209.08,0.00482362774734877,0.006811401645911855,False,-86.16,0,0,0,0,0,1,0,0,0
1512,20,20318.48,14.0,0,0,604.9,1201.07,0.05911219736909454,0.02977092774656372,True,596.17,0,0,1,0,0,0,0,0,1
1515,54,22383.02,7.5,0,0,354.38,184.43,0.00823972815107166,0.0158325373430395,False,-169.95,1,0,0,0,1,0,1,0,0
1517,49,22250.86,12.4,0,0,223.39,400.07,0.017979979200803922,0.010039611952077357,False,176.68,1,0,1,0,0,0,1,0,0
1518,26,20281.38,9.3,0,0,355.82,475.79,0.023459449011852252,0.017544171057393528,True,119.97000000000003,0,0,0,0,1,1,0,0,0
1519,49,17361.23,4.9,0,0,595.11,863.35,0.049728619458413954,0.03427810126356255,True,268.24,1,0,1,0,0,0,1,0,1
1520,25,17953.71,11.8,1,0,554.77,1103.72,0.06147587323177216,0.03090002010726474,True,548.95,1,0,0,0,0,0,0,0,1
1522,38,30885.77,8.8,0,0,617.6,581.19,0.018817403613379236,0.019996263651513302,True,-36.40999999999997,0,0,1,0,0,1,0,0,1
1523,35,26833.6,17.1,0,0,351.03,862.71,0.03215036372309344,0.013081733349233796,True,511.68000000000006,1,0,1,0,0,1,0,0,1
1524,23,20428.95,4.9,0,0,611.29,1174.06,0.05747040352049419,0.02992273220111655,True,562.77,0,0,1,0,0,0,0,0,1
1525,21,16146.08,6.9,1,0,252.85,255.77,0.015840996700127834,0.015660147850128328,False,2.920000000000016,0,0,1,0,0,0,0,0,0
1526,42,26431.21,2.1,1,0,259.3,327.35,0.012384979726618646,0.009810371905031968,False,68.05000000000001,1,0,0,0,0,0,1,0,0
1527,30,26454.03,3.4,1,0,1026.03,1340.89,0.05068755119730341,0.03878539489068395,True,314.8600000000001,0,0,0,0,0,1,0,0,2
1529,20,18121.72,4.9,0,0,270.99,235.25,0.012981659577567691,0.014953878550159698,False,-35.74000000000001,1,0,0,0,0,0,0,0,0
1532,39,11876.69,7.2,0,0,366.54,338.2,0.028475947423061473,0.03086213414680353,False,-28.340000000000032,0,0,1,0,0,1,0,0,0
1533,33,21921.825,2.9,1,0,313.9,603.5,0.02752964226290466,0.014319063307913459,True,289.6,1,0,0,1,0,1,0,0,0
1534,27,28993.73,1.3,0,0,611.37,859.13,0.029631578965521165,0.02108628313776806,True,247.76,0,0,0,0,0,1,0,0,1
1535,24,27126.37,8.1,1,0,351.03,416.4,0.015350376773597057,0.012940544569730487,False,65.37,0,0,1,0,0,0,0,0,0
1536,30,26991.33,4.3,0,0,605.33,415.17,0.015381605871218647,0.022426831134293865,False,-190.16000000000003,0,0,1,0,0,1,0,0,1
1537,45,9477.87,1.2,2,0,351.03,251.01,0.02648379857499628,0.03703680257272994,False,-100.01999999999998,1,0,0,0,0,0,1,0,0
1538,42,20125.14,4.9,0,0,618.04,978.96,0.04864363676476288,0.030709848478072697,True,360.9200000000001,1,0,1,0,0,0,1,0,1
1539,44,21783.32,8.4,1,0,299.22,332.86,0.015280499024023887,0.01373619815528579,False,33.639999999999986,0,0,0,0,0,0,1,0,0
1540,27,24979.08,16.5,2,0,322.13,282.14,0.01129505169926194,0.012895991365574712,False,-39.99000000000001,0,0,0,0,1,1,0,0,0
1541,48,21921.825,9.4,1,0,593.25,910.44,0.04153121375615397,0.027062071702515643,True,317.19000000000005,1,0,0,0,0,0,1,0,1
1544,41,17258.59,4.8,0,0,593.5,785.25,0.045499081906459335,0.034388672539297824,True,191.75,0,0,0,0,0,0,1,0,1
1546,25,16606.75,2.8,0,0,368.08,636.38,0.038320562421906755,0.022164481310310565,True,268.3,0,0,1,0,0,0,0,0,0
1549,38,22571.07,1.5,1,0,266.67,254.32,0.011267520768842593,0.011814681359811476,False,-12.350000000000023,1,0,0,0,0,1,0,0,0
1551,56,8063.74,4.9,1,0,572.55,740.37,0.09181471624829174,0.07100303333192787,True,167.82000000000005,1,0,1,0,0,0,1,0,1
1553,28,26016.89,12.5,0,0,616.33,1092.1,0.04197657752329352,0.023689610864326985,True,475.76999999999987,1,0,1,0,0,1,0,0,1
1555,46,23363.31,10.9,0,0,248.0,183.6,0.007858475532790515,0.01061493427087172,False,-64.4,1,0,0,0,1,0,1,0,0
1556,18,43335.07,4.6,0,0,368.83,356.34,0.00822290122065108,0.008511120438942409,False,-12.490000000000009,0,0,0,1,0,0,0,0,0
1557,40,8449.39,16.5,0,0,598.26,1089.39,0.12893120095060118,0.07080511137490399,True,491.1300000000001,0,0,0,0,0,1,0,0,1
1558,42,13821.83,8.9,1,0,618.88,326.35,0.0236112005429093,0.04477554708746961,False,-292.53,0,0,0,0,0,0,1,0,1
1559,35,25543.74,5.6,0,0,304.74,161.96,0.0063404967322717816,0.011930124562808734,False,-142.78,1,0,1,0,0,1,0,0,0
1560,40,17454.26,6.7,0,0,655.71,1041.79,0.0596868615455482,0.03756733313242728,True,386.0799999999999,0,0,0,0,1,1,0,0,1
1561,46,14971.05,12.3,0,0,580.44,1060.51,0.07083738281550059,0.038770827697456094,True,480.06999999999994,1,0,0,0,1,0,1,0,1
1562,32,12708.06,1.6,0,0,290.39,396.52,0.03120224487451271,0.022850852136360702,False,106.13,0,0,0,0,0,1,0,0,0
1565,43,18363.27,13.4,0,0,561.49,638.21,0.034754703274525726,0.030576798141071823,True,76.72000000000003,1,0,1,0,0,0,1,0,1
1566,22,28167.92,1.3,0,0,602.77,726.7,0.025798852027412746,0.021399166143613018,True,123.93000000000006,1,0,0,1,0,0,0,0,1
1567,40,25054.05,1.0,0,0,534.96,735.86,0.029370900113953633,0.021352236464763183,True,200.89999999999998,0,0,0,0,0,1,0,0,1
1569,40,21921.825,4.9,2,0,612.36,632.46,0.028850700158403783,0.027933805693640925,True,20.100000000000023,1,0,1,0,0,1,0,0,1
1570,40,39173.57,12.3,2,0,324.01,518.78,0.013243112639465843,0.008271137912628335,True,194.76999999999998,0,0,1,0,0,1,0,0,0
1572,38,22737.46,7.3,0,0,585.93,1144.38,0.050330160009077536,0.02576936913797759,True,558.4500000000002,1,0,0,0,0,1,0,0,1
1573,37,23908.18,1.7,0,0,320.52,481.74,0.020149588969131067,0.013406290232046102,True,161.22000000000003,1,0,0,1,0,1,0,0,0
1574,37,14526.01,8.6,2,0,574.28,488.45,0.033625889008750506,0.03953460034792761,True,-85.82999999999998,0,0,1,0,0,1,0,0,1
1576,35,21921.825,16.2,0,0,274.33,485.18,0.022132281413614056,0.012514012861611657,True,210.85000000000002,0,0,0,1,0,1,0,0,0
1577,54,38727.18,5.5,0,0,162.11,178.32,0.0046045180671559355,0.004185948989830915,False,16.20999999999998,1,0,0,0,0,0,1,0,0
1579,22,17162.74,0.8,0,0,351.03,344.79,0.020089449586721,0.020453027896478064,False,-6.239999999999952,1,0,0,0,0,0,0,0,0
1582,43,50936.01,4.9,0,0,636.62,1181.33,0.02319243301546391,0.012498426947850843,True,544.7099999999999,0,0,0,0,0,0,1,0,1
1583,31,11022.59,4.4,2,0,396.98,200.11,0.0181545353678219,0.03601512893067782,False,-196.87,0,0,0,0,0,1,0,0,0
1586,52,21921.825,10.4,2,0,302.34,171.57,0.007826446931311603,0.013791734949074722,False,-130.76999999999998,1,0,1,0,0,0,1,0,0
1587,29,27265.98,5.1,0,0,565.73,720.44,0.02642267030196604,0.020748566528692534,True,154.71000000000004,0,0,0,1,0,1,0,0,1
1588,25,22299.59,6.4,1,0,258.28,393.41,0.017642028396037776,0.01158227572793939,False,135.13000000000005,1,0,1,0,0,0,0,0,0
1589,37,24391.75,1.1,0,0,633.86,1137.53,0.04663585023624791,0.02598665532403374,True,503.66999999999996,1,0,0,0,0,1,0,0,1
1590,52,33630.06,0.8,0,0,291.62,450.05,0.013382372793863586,0.008671408852675255,False,158.43,1,0,1,0,0,0,1,0,0
1591,51,10293.66,11.9,0,0,626.63,1000.69,0.09721420758019986,0.06087533491488936,True,374.06000000000006,1,0,0,1,0,0,1,0,1
1592,42,17957.27,4.9,0,0,209.58,330.0,0.018376958190192607,0.01167103908333505,False,120.41999999999999,1,0,1,0,0,0,1,0,0
1593,36,14143.07,9.6,2,0,351.03,495.35,0.03502422034254232,0.02481992947782907,True,144.32000000000005,0,0,1,0,0,1,0,0,0
1597,55,12596.91,3.7,0,0,377.38,577.26,0.04582552387847496,0.02995814052811364,True,199.88,1,0,0,0,0,0,1,0,0
1599,38,17052.73,4.7,2,0,377.31,483.1,0.028329774763337017,0.022126076000734195,True,105.79000000000002,0,0,1,0,0,1,0,0,0
1601,18,18894.26,15.5,0,0,584.65,703.13,0.03721394751633565,0.030943260016534125,True,118.48000000000002,0,0,1,0,0,0,0,0,1
1602,43,19764.5,4.3,0,0,250.95,422.48,0.02137569885400592,0.012697007260492296,False,171.53000000000003,1,0,0,0,0,0,1,0,0
1603,49,18224.24,3.7,0,0,640.49,1177.49,0.06461119915014288,0.03514494980311936,True,537.0,1,0,0,1,0,0,1,0,1
1604,45,11210.45,4.7,0,0,219.14,392.93,0.03505033250226351,0.019547832602616305,False,173.79000000000002,1,0,0,0,1,0,1,0,0
1605,31,26786.21,0.6,0,0,267.27,395.48,0.014764313428439485,0.009977895342416863,False,128.21000000000004,0,0,1,0,0,1,0,0,0
1606,54,19337.18,16.0,0,0,993.38,843.23,0.043606668604212195,0.051371502980269095,True,-150.14999999999998,0,0,0,0,1,0,1,0,2
1607,39,8834.34,3.0,0,0,238.95,349.01,0.03950606383725326,0.027047860960750885,False,110.06,0,0,1,0,0,1,0,0,0
1608,41,18689.49,2.4,1,0,670.83,1302.01,0.0696653573746528,0.03589343529438203,True,631.18,0,0,1,0,0,0,1,0,1
1610,39,12072.13,1.8,0,0,580.8,1044.49,0.08652077139659696,0.04811081391601979,True,463.69000000000005,1,0,0,0,0,1,0,0,1
1611,36,18870.13,3.7,0,0,1045.08,910.76,0.04826463834642368,0.0553827663084462,True,-134.31999999999994,1,0,0,0,0,1,0,0,2
1612,46,12206.83,6.9,0,0,274.01,297.74,0.02439126292411707,0.02244726927466017,False,23.730000000000018,1,0,1,0,0,0,1,0,0
1614,39,16965.96,13.9,0,0,208.87,161.81,0.009537332399699163,0.012311121799179063,False,-47.06,1,0,0,1,0,1,0,0,0
1616,56,21921.825,10.8,0,0,313.92,232.88,0.010623203132038505,0.01431997564071422,False,-81.04000000000002,1,0,1,0,0,0,1,0,0
1619,47,33455.95,1.6,2,0,349.75,431.31,0.012891877229610878,0.010454044796217116,False,81.56,1,0,1,0,0,0,1,0,0
1620,38,23621.5,0.9,0,0,975.37,1442.27,0.061057511165675336,0.04129161992252821,True,466.9,1,0,0,0,0,1,0,0,2
1621,58,50420.91,6.7,0,0,396.24,689.64,0.01367765873325174,0.007858644360048241,True,293.4,1,0,0,0,0,0,1,0,0
1622,21,9839.32,2.1,0,0,347.42,229.31,0.023305472329388618,0.03530935064618287,False,-118.11000000000001,1,0,0,0,0,0,0,0,0
1625,41,16276.35,7.6,0,0,971.92,494.35,0.030372288627364245,0.05971363358492536,True,-477.56999999999994,1,0,0,0,0,0,1,0,2
1627,40,24205.5,4.9,0,0,1046.95,1414.68,0.058444568383218695,0.043252566565450005,True,367.73,1,0,0,0,0,1,0,0,2
1628,29,24987.12,4.9,1,0,374.23,198.01,0.007924482693483682,0.01497691610717842,False,-176.22000000000003,1,0,1,0,0,1,0,0,0
1630,30,9638.62,10.3,0,0,309.7,424.34,0.04402497452954883,0.03213115570486231,False,114.63999999999999,1,0,0,1,0,1,0,0,0
1631,38,40751.27,5.8,1,0,533.08,918.95,0.02255021745334563,0.013081310103955045,True,385.87,0,0,1,0,0,1,0,0,1
1632,26,29246.38,11.1,0,0,606.24,1027.25,0.03512400509054454,0.020728719246621292,True,421.01,0,0,1,0,0,1,0,0,1
1634,53,10347.89,1.4,0,0,352.36,359.93,0.034782936424720405,0.03405138632126936,False,7.569999999999993,0,0,0,1,0,0,1,0,0
1635,37,15796.07,9.7,0,0,522.86,774.29,0.04901788862672804,0.033100638323329795,True,251.42999999999995,1,0,1,0,0,1,0,0,1
1636,39,29684.99,2.8,1,0,983.68,1164.56,0.03923060105460705,0.03313728588084416,True,180.88,0,0,0,0,0,1,0,0,2
1637,43,12544.84,4.9,0,0,680.37,1170.98,0.09334355798878263,0.054235048035686385,True,490.61,0,0,0,0,0,0,1,0,1
1638,19,7117.46,15.2,1,0,293.87,250.72,0.03522604974246431,0.041288605766663954,False,-43.150000000000006,0,0,0,0,0,0,0,0,0
1639,28,41213.94,4.5,0,0,248.13,157.7,0.0038263752507040087,0.00602053577017873,False,-90.43,1,0,1,0,0,1,0,0,0
1642,18,22362.36,7.7,0,0,283.44,171.18,0.007654827129158103,0.012674869736467885,False,-112.25999999999999,0,0,1,0,0,0,0,0,0
1644,63,8754.19,8.9,0,0,962.25,567.26,0.06479868497256741,0.10991879317218382,True,-394.99,1,0,1,0,0,0,0,1,2
1650,35,14734.27,5.5,0,0,567.09,535.61,0.036351308887376164,0.03848782464282248,True,-31.480000000000018,0,0,0,0,0,1,0,0,1
1651,35,11798.28,0.0,2,0,610.34,913.13,0.07739517963635377,0.05173126930366121,True,302.78999999999996,1,0,1,0,0,1,0,0,1
1654,47,36216.1,2.2,0,0,321.72,491.79,0.013579319694831858,0.008883341939082343,True,170.07,1,0,1,0,0,0,1,0,0
1655,39,19620.14,11.0,0,0,298.87,381.39,0.019438699214174824,0.015232816891214845,False,82.51999999999998,1,0,1,0,0,1,0,0,0
1656,18,22342.24,4.2,0,0,404.81,488.44,0.021861729173082017,0.01811859509162913,True,83.63,1,0,0,1,0,0,0,0,0
1658,56,12412.6,0.3,0,0,657.05,1203.3,0.09694181718576285,0.05293411533441825,True,546.25,1,0,0,0,0,0,1,0,1
1659,43,32814.51,3.1,1,0,523.05,376.02,0.011458955200001461,0.015939595014522537,False,-147.02999999999997,1,0,0,0,0,0,1,0,1
1660,23,12955.34,10.1,0,0,700.9,1061.16,0.08190908150615886,0.05410124319392621,True,360.2600000000001,1,0,0,0,0,0,0,0,1
1662,32,25788.56,10.0,0,0,616.09,1163.43,0.04511419016804351,0.023890050471992233,True,547.34,0,0,1,0,0,1,0,0,1
1663,28,9315.89,10.8,0,0,550.88,1081.63,0.11610592224682775,0.05913337319354351,True,530.7500000000001,1,0,0,0,1,1,0,0,1
1664,35,17932.32,1.3,0,0,574.53,1042.19,0.058117968004140014,0.0320387992183945,True,467.6600000000001,1,0,0,0,0,1,0,0,1
1665,40,19615.22,2.7,0,0,252.0,264.87,0.013503289792314336,0.012847166638967088,False,12.870000000000005,1,0,0,1,0,1,0,0,0
1666,49,17693.64,7.3,0,0,265.06,157.21,0.008885113521016593,0.01498052407531746,False,-107.85,1,0,0,0,0,0,1,0,0
1667,26,27690.25,1.5,0,0,358.26,211.59,0.007641317792363738,0.012938128041458635,False,-146.67,0,0,0,1,0,1,0,0,0
1668,30,33636.3,9.2,2,0,1006.58,884.34,0.026291238929370946,0.029925407966988043,True,-122.24000000000001,0,0,0,1,0,1,0,0,2
1669,35,15840.9,13.1,2,0,588.19,755.75,0.047708779172900534,0.03713109734926678,True,167.55999999999995,1,0,0,0,0,1,0,0,1
1671,29,16313.96,4.9,0,0,318.64,500.44,0.030675568654085213,0.01953173846202884,True,181.8,1,0,0,0,0,1,0,0,0
1672,29,14115.36,0.5,1,0,640.87,839.39,0.05946642522755353,0.04540231350812165,True,198.51999999999998,1,0,0,0,0,1,0,0,1
1673,43,14401.71,6.2,1,0,340.06,631.94,0.04387951153022802,0.023612473796514443,True,291.88000000000005,1,0,0,0,1,0,1,0,0
1677,31,50168.45,12.3,1,0,545.0,372.48,0.007424586567852904,0.010863401201352643,False,-172.51999999999998,0,0,1,0,0,1,0,0,1
1678,63,28606.33,10.3,0,0,286.4,413.08,0.014440160621792448,0.010011770122207216,False,126.68,0,0,0,0,0,0,0,1,0
1679,30,22569.21,1.4,2,0,323.17,287.95,0.012758532531710238,0.014319065665125186,False,-35.22000000000003,1,0,1,0,0,1,0,0,0
1682,28,34466.05,12.5,0,0,586.96,819.58,0.02377934228030192,0.017030091931045186,True,232.62,0,0,0,1,0,1,0,0,1
1683,58,21244.12,9.4,0,0,263.12,289.06,0.013606588552503,0.012385544800161175,False,25.939999999999998,1,0,0,0,0,0,1,0,0
1684,29,24269.14,19.1,0,0,611.66,756.49,0.031170861431431027,0.025203200443031766,True,144.83000000000004,0,0,0,0,0,1,0,0,1
1685,36,6808.76,4.9,0,0,299.71,339.63,0.04988132934631269,0.044018294079979314,False,39.920000000000016,0,0,1,0,0,1,0,0,0
1686,31,21152.34,6.2,0,0,269.98,320.57,0.015155297238981597,0.01276359967738794,False,50.589999999999975,1,0,1,0,0,1,0,0,0
1688,36,34584.57,2.0,0,0,234.04,378.57,0.010946210983684342,0.006767179698923537,False,144.53,1,0,0,1,0,1,0,0,0
1689,36,15500.64,5.8,1,0,300.88,235.2,0.015173567026909857,0.019410811424560536,False,-65.68,0,0,0,1,0,1,0,0,0
1690,28,12198.31,16.2,0,0,294.57,528.78,0.04334862780172007,0.024148427118182766,True,234.20999999999998,0,0,1,0,0,1,0,0,0
1691,45,14356.38,0.7,0,1,252.26,968.71,0.06747592359633836,0.017571281896968455,True,716.45,0,0,0,0,0,0,1,0,0
1692,64,18456.05,0.7,0,0,355.37,473.79,0.025671256850734583,0.019254932664356676,True,118.42000000000002,1,0,0,0,0,0,0,1,0
1693,53,19522.82,11.9,1,0,585.55,640.84,0.03282517587110879,0.02999310550422531,True,55.29000000000008,1,0,0,0,0,0,1,0,1
1694,52,18613.24,0.4,0,0,973.77,1010.46,0.054287163331048216,0.05231598582514382,True,36.690000000000055,1,0,0,0,0,0,1,0,2
1695,43,9268.14,0.7,2,0,351.03,478.64,0.05164358760225892,0.03787491341304728,True,127.61000000000001,1,0,0,0,0,0,1,0,0
1696,41,42728.94,4.9,1,1,328.98,672.01,0.01572727991848148,0.00769923148105242,True,343.03,1,0,1,0,0,0,1,0,0
1698,28,34026.03,10.7,0,0,236.21,278.42,0.008182559058462007,0.006942038198402812,False,42.21000000000001,0,0,0,1,0,1,0,0,0
1699,37,38035.02,2.7,1,0,329.97,615.01,0.01616957214693196,0.008675425962704899,True,285.03999999999996,1,0,1,0,0,1,0,0,0
1702,40,38246.73,11.9,0,0,255.18,394.69,0.010319575032950529,0.006671942934729322,False,139.51,1,0,0,0,0,1,0,0,0
1703,52,15004.95,15.1,0,0,372.28,676.13,0.04506046338041779,0.02481047920852785,True,303.85,0,0,1,0,0,0,1,0,0
1704,31,19602.89,0.2,0,0,249.83,289.98,0.014792716788187865,0.012744549400624092,False,40.150000000000006,1,0,0,1,0,1,0,0,0
1707,32,34059.1,4.5,2,0,1009.51,649.84,0.019079776036360328,0.029639949382103462,True,-359.66999999999996,0,0,1,0,0,1,0,0,2
1709,47,21634.6,13.2,0,0,317.26,258.18,0.01193366181949285,0.014664472650291664,False,-59.079999999999984,0,0,0,0,1,0,1,0,0
1711,42,16398.93,7.2,0,1,226.01,934.39,0.05697871751388658,0.013781996752227126,True,708.38,0,0,0,0,0,0,1,0,0
1712,47,21934.0,5.3,1,0,425.99,216.73,0.009881006656332634,0.019421446156651773,False,-209.26000000000002,0,0,1,0,0,0,1,0,0
